year,geography,field,tuition
2024,Ontario,Architecture,8683.0
2025,Ontario,Architecture,8928.0
2006,Ontario,"Business, management and public administration",5264.0
2007,Ontario,"Business, management and public administration",6083.0
2008,Ontario,"Business, management and public administration",6419.0
2009,Ontario,"Business, management and public administration",6911.0
2010,Ontario,"Business, management and public administration",7317.0
2011,Ontario,"Business, management and public administration",8448.0
2012,Ontario,"Business, management and public administration",8469.0
2013,Ontario,"Business, management and public administration",8780.0
2014,Ontario,"Business, management and public administration",8994.0
2015,Ontario,"Business, management and public administration",9218.0
2016,Ontario,"Business, management and public administration",9577.0
2017,Ontario,"Business, management and public administration",10131.0
2018,Ontario,"Business, management and public administration",10552.0
2019,Ontario,"Business, management and public administration",9413.0
2020,Ontario,"Business, management and public administration",9405.0
2021,Ontario,"Business, management and public administration",9484.0
2022,Ontario,"Business, management and public administration",9694.0
2023,Ontario,"Business, management and public administration",10165.0
2024,Ontario,"Business, management and public administration",10757.0
2025,Ontario,"Business, management and public administration",11182.0
2007,Ontario,Dentistry,19948.0
2008,Ontario,Dentistry,20966.0
2009,Ontario,Dentistry,22639.0
2010,Ontario,Dentistry,24450.0
2011,Ontario,Dentistry,26406.0
2012,Ontario,Dentistry,28523.0
2013,Ontario,Dentistry,30339.0
2014,Ontario,Dentistry,32282.0
2015,Ontario,Dentistry,34400.0
2016,Ontario,Dentistry,36687.0
2017,Ontario,Dentistry,38538.0
2018,Ontario,Dentistry,40472.0
2019,Ontario,Dentistry,36423.0
2020,Ontario,Dentistry,36425.0
2021,Ontario,Dentistry,36422.0
2022,Ontario,Dentistry,36764.0
2023,Ontario,Dentistry,38040.0
2024,Ontario,Dentistry,39008.0
2025,Ontario,Dentistry,40048.0
2006,Ontario,Education,4550.0
2007,Ontario,Education,4936.0
2008,Ontario,Education,5130.0
2009,Ontario,Education,5273.0
2010,Ontario,Education,5533.0
2011,Ontario,Education,5655.0
2012,Ontario,Education,6096.0
2013,Ontario,Education,6278.0
2014,Ontario,Education,6481.0
2015,Ontario,Education,6658.0
2016,Ontario,Education,6695.0
2017,Ontario,Education,6826.0
2018,Ontario,Education,7006.0
2019,Ontario,Education,6311.0
2020,Ontario,Education,6265.0
2021,Ontario,Education,6268.0
2022,Ontario,Education,6334.0
2023,Ontario,Education,6460.0
2024,Ontario,Education,6669.0
2025,Ontario,Education,6833.0
2006,Ontario,Engineering,6768.0
2007,Ontario,Engineering,6983.0
2008,Ontario,Engineering,7326.0
2009,Ontario,Engineering,7766.0
2010,Ontario,Engineering,8335.0
2011,Ontario,Engineering,9197.0
2012,Ontario,Engineering,9376.0
2013,Ontario,Engineering,9975.0
2014,Ontario,Engineering,10399.0
2015,Ontario,Engineering,11003.0
2016,Ontario,Engineering,11583.0
2017,Ontario,Engineering,11907.0
2018,Ontario,Engineering,12539.0
2019,Ontario,Engineering,11301.0
2020,Ontario,Engineering,11336.0
2021,Ontario,Engineering,11427.0
2022,Ontario,Engineering,11679.0
2023,Ontario,Engineering,12118.0
2024,Ontario,Engineering,12537.0
2025,Ontario,Engineering,12893.0
2006,Ontario,Humanities,4431.0
2007,Ontario,Humanities,4616.0
2008,Ontario,Humanities,4775.0
2009,Ontario,Humanities,4986.0
2010,Ontario,Humanities,5209.0
2011,Ontario,Humanities,5448.0
2012,Ontario,Humanities,5688.0
2013,Ontario,Humanities,5865.0
2014,Ontario,Humanities,6048.0
2015,Ontario,Humanities,6234.0
2016,Ontario,Humanities,6422.0
2017,Ontario,Humanities,6603.0
2018,Ontario,Humanities,6754.0
2019,Ontario,Humanities,6085.0
2020,Ontario,Humanities,6083.0
2021,Ontario,Humanities,6092.0
2022,Ontario,Humanities,6194.0
2023,Ontario,Humanities,6340.0
2024,Ontario,Humanities,6474.0
2025,Ontario,Humanities,6628.0
2006,Ontario,Law,10476.0
2007,Ontario,Law,10962.0
2008,Ontario,Law,10747.0
2009,Ontario,Law,11313.0
2010,Ontario,Law,12134.0
2011,Ontario,Law,14872.0
2012,Ontario,Law,13416.0
2013,Ontario,Law,14182.0
2014,Ontario,Law,15147.0
2015,Ontario,Law,15479.0
2016,Ontario,Law,19663.0
2017,Ontario,Law,20615.0
2018,Ontario,Law,21636.0
2019,Ontario,Law,19423.0
2020,Ontario,Law,19434.0
2021,Ontario,Law,19419.0
2022,Ontario,Law,19726.0
2023,Ontario,Law,20445.0
2024,Ontario,Law,21401.0
2025,Ontario,Law,22250.0
2006,Ontario,"Mathematics, computer and information sciences",5340.0
2007,Ontario,"Mathematics, computer and information sciences",5481.0
2008,Ontario,"Mathematics, computer and information sciences",5891.0
2009,Ontario,"Mathematics, computer and information sciences",6235.0
2010,Ontario,"Mathematics, computer and information sciences",6601.0
2011,Ontario,"Mathematics, computer and information sciences",7186.0
2012,Ontario,"Mathematics, computer and information sciences",7284.0
2013,Ontario,"Mathematics, computer and information sciences",7613.0
2014,Ontario,"Mathematics, computer and information sciences",7971.0
2015,Ontario,"Mathematics, computer and information sciences",8230.0
2016,Ontario,"Mathematics, computer and information sciences",8512.0
2017,Ontario,"Mathematics, computer and information sciences",8842.0
2018,Ontario,"Mathematics, computer and information sciences",9040.0
2019,Ontario,"Mathematics, computer and information sciences",8041.0
2020,Ontario,"Mathematics, computer and information sciences",7977.0
2021,Ontario,"Mathematics, computer and information sciences",7846.0
2022,Ontario,"Mathematics, computer and information sciences",7957.0
2023,Ontario,"Mathematics, computer and information sciences",8362.0
2024,Ontario,"Mathematics, computer and information sciences",8590.0
2025,Ontario,"Mathematics, computer and information sciences",8856.0
2006,Ontario,Medicine,15297.0
2007,Ontario,Medicine,16003.0
2008,Ontario,Medicine,16540.0
2009,Ontario,Medicine,17380.0
2010,Ontario,Medicine,18400.0
2011,Ontario,Medicine,19462.0
2012,Ontario,Medicine,20681.0
2013,Ontario,Medicine,21637.0
2014,Ontario,Medicine,22728.0
2015,Ontario,Medicine,23770.0
2016,Ontario,Medicine,24410.0
2017,Ontario,Medicine,25850.0
2018,Ontario,Medicine,26836.0
2019,Ontario,Medicine,24159.0
2020,Ontario,Medicine,24154.0
2021,Ontario,Medicine,24150.0
2022,Ontario,Medicine,24187.0
2023,Ontario,Medicine,25100.0
2024,Ontario,Medicine,25621.0
2025,Ontario,Medicine,26076.0
2007,Ontario,Nursing,4625.0
2008,Ontario,Nursing,4803.0
2009,Ontario,Nursing,5011.0
2010,Ontario,Nursing,5235.0
2011,Ontario,Nursing,5498.0
2012,Ontario,Nursing,5678.0
2013,Ontario,Nursing,5982.0
2014,Ontario,Nursing,6209.0
2015,Ontario,Nursing,6401.0
2016,Ontario,Nursing,6573.0
2017,Ontario,Nursing,6776.0
2018,Ontario,Nursing,6972.0
2019,Ontario,Nursing,6269.0
2020,Ontario,Nursing,6273.0
2021,Ontario,Nursing,6289.0
2022,Ontario,Nursing,6397.0
2023,Ontario,Nursing,6500.0
2024,Ontario,Nursing,6633.0
2025,Ontario,Nursing,6768.0
2018,Ontario,Optometry,16968.0
2019,Ontario,Optometry,15270.0
2020,Ontario,Optometry,15270.0
2021,Ontario,Optometry,14820.0
2022,Ontario,Optometry,14820.0
2023,Ontario,Optometry,15179.0
2024,Ontario,Optometry,15556.0
2025,Ontario,Optometry,15952.0
2006,Ontario,"Other health, parks, recreation and fitness",6343.0
2007,Ontario,"Other health, parks, recreation and fitness",4688.0
2008,Ontario,"Other health, parks, recreation and fitness",4771.0
2009,Ontario,"Other health, parks, recreation and fitness",5020.0
2010,Ontario,"Other health, parks, recreation and fitness",5432.0
2011,Ontario,"Other health, parks, recreation and fitness",5691.0
2012,Ontario,"Other health, parks, recreation and fitness",6240.0
2013,Ontario,"Other health, parks, recreation and fitness",6588.0
2014,Ontario,"Other health, parks, recreation and fitness",6847.0
2015,Ontario,"Other health, parks, recreation and fitness",7069.0
2016,Ontario,"Other health, parks, recreation and fitness",7320.0
2017,Ontario,"Other health, parks, recreation and fitness",7541.0
2018,Ontario,"Other health, parks, recreation and fitness",7267.0
2019,Ontario,"Other health, parks, recreation and fitness",6522.0
2020,Ontario,"Other health, parks, recreation and fitness",6579.0
2021,Ontario,"Other health, parks, recreation and fitness",6588.0
2022,Ontario,"Other health, parks, recreation and fitness",6633.0
2023,Ontario,"Other health, parks, recreation and fitness",6830.0
2024,Ontario,"Other health, parks, recreation and fitness",7073.0
2025,Ontario,"Other health, parks, recreation and fitness",7251.0
2024,Ontario,"Other, field of study",6525.0
2025,Ontario,"Other, field of study",6550.0
2016,Ontario,"Personal, protective and transportation services",6747.0
2017,Ontario,"Personal, protective and transportation services",6740.0
2018,Ontario,"Personal, protective and transportation services",6894.0
2019,Ontario,"Personal, protective and transportation services",6197.0
2020,Ontario,"Personal, protective and transportation services",6289.0
2021,Ontario,"Personal, protective and transportation services",6253.0
2022,Ontario,"Personal, protective and transportation services",6381.0
2023,Ontario,"Personal, protective and transportation services",6513.0
2024,Ontario,"Personal, protective and transportation services",6711.0
2025,Ontario,"Personal, protective and transportation services",6871.0
2008,Ontario,Pharmacy,19002.0
2009,Ontario,Pharmacy,20547.0
2010,Ontario,Pharmacy,22029.0
2011,Ontario,Pharmacy,23144.0
2012,Ontario,Pharmacy,23083.0
2013,Ontario,Pharmacy,24105.0
2014,Ontario,Pharmacy,25125.0
2015,Ontario,Pharmacy,26215.0
2016,Ontario,Pharmacy,18452.0
2017,Ontario,Pharmacy,19239.0
2018,Ontario,Pharmacy,19927.0
2019,Ontario,Pharmacy,17966.0
2020,Ontario,Pharmacy,17973.0
2021,Ontario,Pharmacy,17804.0
2022,Ontario,Pharmacy,17918.0
2023,Ontario,Pharmacy,18312.0
2024,Ontario,Pharmacy,17613.0
2025,Ontario,Pharmacy,17947.0
2006,Ontario,Physical and life sciences and technologies,4421.0
2007,Ontario,Physical and life sciences and technologies,4893.0
2008,Ontario,Physical and life sciences and technologies,5089.0
2009,Ontario,Physical and life sciences and technologies,5323.0
2010,Ontario,Physical and life sciences and technologies,5572.0
2011,Ontario,Physical and life sciences and technologies,5907.0
2012,Ontario,Physical and life sciences and technologies,6052.0
2013,Ontario,Physical and life sciences and technologies,6246.0
2014,Ontario,Physical and life sciences and technologies,6596.0
2015,Ontario,Physical and life sciences and technologies,6846.0
2016,Ontario,Physical and life sciences and technologies,7094.0
2017,Ontario,Physical and life sciences and technologies,7361.0
2018,Ontario,Physical and life sciences and technologies,7565.0
2019,Ontario,Physical and life sciences and technologies,6837.0
2020,Ontario,Physical and life sciences and technologies,6835.0
2021,Ontario,Physical and life sciences and technologies,6127.0
2022,Ontario,Physical and life sciences and technologies,6218.0
2023,Ontario,Physical and life sciences and technologies,6386.0
2024,Ontario,Physical and life sciences and technologies,6558.0
2025,Ontario,Physical and life sciences and technologies,6716.0
2006,Ontario,"Social and behavioural sciences, and legal studies",4434.0
2007,Ontario,"Social and behavioural sciences, and legal studies",4585.0
2008,Ontario,"Social and behavioural sciences, and legal studies",4779.0
2009,Ontario,"Social and behavioural sciences, and legal studies",4976.0
2010,Ontario,"Social and behavioural sciences, and legal studies",5199.0
2011,Ontario,"Social and behavioural sciences, and legal studies",5431.0
2012,Ontario,"Social and behavioural sciences, and legal studies",5675.0
2013,Ontario,"Social and behavioural sciences, and legal studies",5852.0
2014,Ontario,"Social and behavioural sciences, and legal studies",6031.0
2015,Ontario,"Social and behavioural sciences, and legal studies",6211.0
2016,Ontario,"Social and behavioural sciences, and legal studies",6463.0
2017,Ontario,"Social and behavioural sciences, and legal studies",6636.0
2018,Ontario,"Social and behavioural sciences, and legal studies",6804.0
2019,Ontario,"Social and behavioural sciences, and legal studies",6135.0
2020,Ontario,"Social and behavioural sciences, and legal studies",6145.0
2021,Ontario,"Social and behavioural sciences, and legal studies",6154.0
2022,Ontario,"Social and behavioural sciences, and legal studies",6241.0
2023,Ontario,"Social and behavioural sciences, and legal studies",6381.0
2024,Ontario,"Social and behavioural sciences, and legal studies",6548.0
2025,Ontario,"Social and behavioural sciences, and legal studies",6707.0
2006,Ontario,"Total, field of study",5155.0
2007,Ontario,"Total, field of study",5388.0
2008,Ontario,"Total, field of study",5667.0
2009,Ontario,"Total, field of study",5979.0
2010,Ontario,"Total, field of study",6316.0
2011,Ontario,"Total, field of study",6815.0
2012,Ontario,"Total, field of study",6975.0
2013,Ontario,"Total, field of study",7257.0
2014,Ontario,"Total, field of study",7562.0
2015,Ontario,"Total, field of study",7865.0
2016,Ontario,"Total, field of study",8154.0
2017,Ontario,"Total, field of study",8519.0
2018,Ontario,"Total, field of study",8793.0
2019,Ontario,"Total, field of study",7931.0
2020,Ontario,"Total, field of study",7938.0
2021,Ontario,"Total, field of study",7850.0
2022,Ontario,"Total, field of study",7995.0
2023,Ontario,"Total, field of study",8271.0
2024,Ontario,"Total, field of study",8704.0
2025,Ontario,"Total, field of study",8958.0
2007,Ontario,Veterinary medicine,5108.0
2008,Ontario,Veterinary medicine,5418.0
2009,Ontario,Veterinary medicine,5749.0
2010,Ontario,Veterinary medicine,6102.0
2011,Ontario,Veterinary medicine,6479.0
2012,Ontario,Veterinary medicine,6883.0
2013,Ontario,Veterinary medicine,7197.0
2014,Ontario,Veterinary medicine,7526.0
2015,Ontario,Veterinary medicine,7869.0
2016,Ontario,Veterinary medicine,8133.0
2017,Ontario,Veterinary medicine,8540.0
2018,Ontario,Veterinary medicine,8967.0
2019,Ontario,Veterinary medicine,8070.0
2020,Ontario,Veterinary medicine,8070.0
2021,Ontario,Veterinary medicine,8070.0
2022,Ontario,Veterinary medicine,9244.0
2023,Ontario,Veterinary medicine,9937.0
2024,Ontario,Veterinary medicine,10683.0
2025,Ontario,Veterinary medicine,11484.0
2006,Ontario,"Visual and performing arts, and communications technologies",4674.0
2007,Ontario,"Visual and performing arts, and communications technologies",4896.0
2008,Ontario,"Visual and performing arts, and communications technologies",5180.0
2009,Ontario,"Visual and performing arts, and communications technologies",5401.0
2010,Ontario,"Visual and performing arts, and communications technologies",5689.0
2011,Ontario,"Visual and performing arts, and communications technologies",5594.0
2012,Ontario,"Visual and performing arts, and communications technologies",6032.0
